pred_ids,selfies,smiles,canonical_smiles,valid,pred_len_used,forced_len,decode_mode_effective,candidate_index,base_property,direction_variant,direction_space,decode_mode,seed_index,seed_band,seed_val_pos,step_index,step_signed,step_value_std,target_metric_name,confound_name,delta_prop_nominal,delta_step_std_effective,target_total_span_std,fixed_span_scale_vs_nominal,target_std_train,predicted_delta_prop_effective,benchmark_total_span_std_ref,sigma_std_used,MolWt,ExactMolWt,HeavyAtomCount,cLogP,TPSA,HBD,HBA,NumRotatableBonds,RingCount,AromaticRingCount,FractionCSP3,NumSpiroAtoms,NumBridgeheadAtoms,BertzCT,QED,carbon_count,heteroatom_count,ring_count_struct,aromatic_ring_count_struct,functional_group_hits,functional_group_count,is_rdkit_valid,fingerprint_available,selfies_len_tokens,branch_token_count,ring_token_count,token_entropy,seed_similarity,pred_from_confounds_MolWt,resid_MolWt,pred_from_confounds_ExactMolWt,resid_ExactMolWt,pred_from_confounds_HeavyAtomCount,resid_HeavyAtomCount,pred_from_confounds_cLogP,resid_cLogP,pred_from_confounds_TPSA,resid_TPSA,pred_from_confounds_HBD,resid_HBD,pred_from_confounds_HBA,resid_HBA,pred_from_confounds_NumRotatableBonds,resid_NumRotatableBonds,pred_from_confounds_RingCount,resid_RingCount,pred_from_confounds_AromaticRingCount,resid_AromaticRingCount,pred_from_confounds_FractionCSP3,resid_FractionCSP3,pred_from_confounds_NumSpiroAtoms,resid_NumSpiroAtoms,pred_from_confounds_NumBridgeheadAtoms,resid_NumBridgeheadAtoms,pred_from_confounds_BertzCT,resid_BertzCT,pred_from_confounds_QED,resid_QED,medoid_valid_count,medoid_unique_valid_count,medoid_avg_distance,medoid_candidate_index
"[1, 61, 14, 34, 14, 61, 51, 2]",[C][/C][=C][/C][C][Br],C/C=C/CCBr,C/C=C/CCBr,1,8,,free_length,0,TPSA,residual,standardized_latent,free_length,0,low,12295,0,-2.0,-14.746252059936523,resid_TPSA,branch_token_count,5.59642662089743,7.373126029968262,29.492504119873047,166.36959889735522,22.38570648358972,-1862.150504354373,29.492504119873047,0.1,149.031,147.988762388,6.0,2.3475,0.0,0.0,0.0,2.0,0.0,0.0,0.6,0.0,0.0,35.302968908806456,0.4171679141689015,5.0,1.0,0.0,0.0,,0,1,1,6.0,0.0,0.0,1.329661348854758,0.5,98.01221625325923,51.01878374674078,97.8461220492658,50.142640338734196,6.5673978837704965,-0.5673978837704965,1.51935409007288,0.8281459099271202,12.034408065163774,-12.034408065163774,0.379942962677255,-0.379942962677255,0.8953346001182991,-0.8953346001182991,2.1087641857602932,-0.10876418576029323,0.5418886607360336,-0.5418886607360336,0.11459718428869636,-0.11459718428869636,0.5621275070552688,0.03787249294473116,0.014379188249020522,-0.014379188249020522,0.07215309955667575,-0.07215309955667575,-41.892809812209975,77.19577872101644,0.7269437702202372,-0.3097758560513357,4,1,0.0,0
"[1, 63, 14, 34, 14, 61, 51, 2]",[F][/C][=C][/C][C][Br],F/C=C/CCBr,F/C=C/CCBr,1,8,,free_length,0,TPSA,residual,standardized_latent,free_length,0,low,12295,1,-1.0,-7.373126029968262,resid_TPSA,branch_token_count,5.59642662089743,7.373126029968262,29.492504119873047,166.36959889735522,22.38570648358972,-931.0752521771865,29.492504119873047,0.1,152.99400000000003,151.963690512,6.0,2.2546,0.0,0.0,0.0,2.0,0.0,0.0,0.5,0.0,0.0,35.302968908806456,0.5333644681028218,4.0,2.0,0.0,0.0,,0,1,1,6.0,0.0,0.0,1.5607104090414063,0.5,104.284408970398,48.709591029602024,104.0143338506947,47.9493566613053,6.426959540948403,-0.4269595409484026,1.1407099360844648,1.1138900639155351,21.584172004776832,-21.584172004776832,0.5472075479213142,-0.5472075479213142,1.416195643109866,-1.416195643109866,1.3690224602279706,0.6309775397720294,0.6988378837685529,-0.6988378837685529,0.43072683785821964,-0.43072683785821964,0.42687347270001885,0.07312652729998115,0.004695043797336549,-0.004695043797336549,0.034065148181907375,-0.034065148181907375,13.719732080531571,21.583236828274885,0.7592106951571735,-0.22584622705435176,4,1,0.0,0
"[1, 63, 14, 34, 14, 61, 51, 2, 61]",[F][/C][=C][/C][C][Br],F/C=C/CCBr,F/C=C/CCBr,1,9,,free_length,0,TPSA,residual,standardized_latent,free_length,0,low,12295,2,0.0,0.0,resid_TPSA,branch_token_count,5.59642662089743,7.373126029968262,29.492504119873047,166.36959889735522,22.38570648358972,0.0,29.492504119873047,0.1,152.99400000000003,151.963690512,6.0,2.2546,0.0,0.0,0.0,2.0,0.0,0.0,0.5,0.0,0.0,35.302968908806456,0.5333644681028218,4.0,2.0,0.0,0.0,,0,1,1,6.0,0.0,0.0,1.5607104090414063,0.5,104.284408970398,48.709591029602024,104.0143338506947,47.9493566613053,6.426959540948403,-0.4269595409484026,1.1407099360844648,1.1138900639155351,21.584172004776832,-21.584172004776832,0.5472075479213142,-0.5472075479213142,1.416195643109866,-1.416195643109866,1.3690224602279706,0.6309775397720294,0.6988378837685529,-0.6988378837685529,0.43072683785821964,-0.43072683785821964,0.42687347270001885,0.07312652729998115,0.004695043797336549,-0.004695043797336549,0.034065148181907375,-0.034065148181907375,13.719732080531571,21.583236828274885,0.7592106951571735,-0.22584622705435176,4,1,0.0,0
"[1, 63, 14, 34, 14, 61, 51, 2, 14, 2]",[F][/C][=C][/C][C][Br],F/C=C/CCBr,F/C=C/CCBr,1,10,,free_length,0,TPSA,residual,standardized_latent,free_length,0,low,12295,3,1.0,7.373126029968262,resid_TPSA,branch_token_count,5.59642662089743,7.373126029968262,29.492504119873047,166.36959889735522,22.38570648358972,931.0752521771865,29.492504119873047,0.2,152.99400000000003,151.963690512,6.0,2.2546,0.0,0.0,0.0,2.0,0.0,0.0,0.5,0.0,0.0,35.302968908806456,0.5333644681028218,4.0,2.0,0.0,0.0,,0,1,1,6.0,0.0,0.0,1.5607104090414063,0.5,104.284408970398,48.709591029602024,104.0143338506947,47.9493566613053,6.426959540948403,-0.4269595409484026,1.1407099360844648,1.1138900639155351,21.584172004776832,-21.584172004776832,0.5472075479213142,-0.5472075479213142,1.416195643109866,-1.416195643109866,1.3690224602279706,0.6309775397720294,0.6988378837685529,-0.6988378837685529,0.43072683785821964,-0.43072683785821964,0.42687347270001885,0.07312652729998115,0.004695043797336549,-0.004695043797336549,0.034065148181907375,-0.034065148181907375,13.719732080531571,21.583236828274885,0.7592106951571735,-0.22584622705435176,4,1,0.0,0
"[1, 63, 2, 34, 65, 61, 2, 2]",[F],F,F,1,8,,free_length,0,TPSA,residual,standardized_latent,free_length,0,low,12295,4,2.0,14.746252059936523,resid_TPSA,branch_token_count,5.59642662089743,7.373126029968262,29.492504119873047,166.36959889735522,22.38570648358972,1862.150504354373,29.492504119873047,0.2,20.006,20.006228252,1.0,0.15250000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35079494417635715,0.0,1.0,0.0,0.0,,0,1,1,1.0,0.0,0.0,-0.0,0.0,9.972438281931375,10.033561718068626,10.450699522126627,9.555528729873373,3.574115595355096,-2.574115595355096,3.1453164748460773,-2.9928164748460775,-52.214659912781315,52.214659912781315,-0.7165007069667275,0.7165007069667275,-2.7574185276747647,2.7574185276747647,4.719209055631412,-4.719209055631412,-0.5546850038554139,0.5546850038554139,-1.9954667452727692,1.9954667452727692,1.3442972689231893,-1.3442972689231893,0.08309120562845565,-0.08309120562845565,0.35221698962465087,-0.35221698962465087,-491.26051138205867,491.26051138205867,0.5922249838045767,-0.24143003962821952,4,2,0.3333333333333333,0
"[1, 61, 14, 34, 14, 61, 51, 2, 61]",[C][/C][=C][/C][C][Br],C/C=C/CCBr,C/C=C/CCBr,1,9,9.0,fixed_length_seed_pred,0,TPSA,residual,standardized_latent,fixed_length_seed_pred,0,low,12295,0,-2.0,-14.746252059936523,resid_TPSA,branch_token_count,5.59642662089743,7.373126029968262,29.492504119873047,166.36959889735522,22.38570648358972,-1862.150504354373,29.492504119873047,0.1,149.031,147.988762388,6.0,2.3475,0.0,0.0,0.0,2.0,0.0,0.0,0.6,0.0,0.0,35.302968908806456,0.4171679141689015,5.0,1.0,0.0,0.0,,0,1,1,6.0,0.0,0.0,1.329661348854758,0.5,98.01221625325923,51.01878374674078,97.8461220492658,50.142640338734196,6.5673978837704965,-0.5673978837704965,1.51935409007288,0.8281459099271202,12.034408065163774,-12.034408065163774,0.379942962677255,-0.379942962677255,0.8953346001182991,-0.8953346001182991,2.1087641857602932,-0.10876418576029323,0.5418886607360336,-0.5418886607360336,0.11459718428869636,-0.11459718428869636,0.5621275070552688,0.03787249294473116,0.014379188249020522,-0.014379188249020522,0.07215309955667575,-0.07215309955667575,-41.892809812209975,77.19577872101644,0.7269437702202372,-0.3097758560513357,4,1,0.0,0
"[1, 63, 14, 34, 14, 61, 51, 2, 61]",[F][/C][=C][/C][C][Br],F/C=C/CCBr,F/C=C/CCBr,1,9,9.0,fixed_length_seed_pred,0,TPSA,residual,standardized_latent,fixed_length_seed_pred,0,low,12295,1,-1.0,-7.373126029968262,resid_TPSA,branch_token_count,5.59642662089743,7.373126029968262,29.492504119873047,166.36959889735522,22.38570648358972,-931.0752521771865,29.492504119873047,0.1,152.99400000000003,151.963690512,6.0,2.2546,0.0,0.0,0.0,2.0,0.0,0.0,0.5,0.0,0.0,35.302968908806456,0.5333644681028218,4.0,2.0,0.0,0.0,,0,1,1,6.0,0.0,0.0,1.5607104090414063,0.5,104.284408970398,48.709591029602024,104.0143338506947,47.9493566613053,6.426959540948403,-0.4269595409484026,1.1407099360844648,1.1138900639155351,21.584172004776832,-21.584172004776832,0.5472075479213142,-0.5472075479213142,1.416195643109866,-1.416195643109866,1.3690224602279706,0.6309775397720294,0.6988378837685529,-0.6988378837685529,0.43072683785821964,-0.43072683785821964,0.42687347270001885,0.07312652729998115,0.004695043797336549,-0.004695043797336549,0.034065148181907375,-0.034065148181907375,13.719732080531571,21.583236828274885,0.7592106951571735,-0.22584622705435176,4,1,0.0,0
"[1, 63, 14, 34, 14, 61, 51, 2, 61]",[F][/C][=C][/C][C][Br],F/C=C/CCBr,F/C=C/CCBr,1,9,9.0,fixed_length_seed_pred,0,TPSA,residual,standardized_latent,fixed_length_seed_pred,0,low,12295,2,0.0,0.0,resid_TPSA,branch_token_count,5.59642662089743,7.373126029968262,29.492504119873047,166.36959889735522,22.38570648358972,0.0,29.492504119873047,0.1,152.99400000000003,151.963690512,6.0,2.2546,0.0,0.0,0.0,2.0,0.0,0.0,0.5,0.0,0.0,35.302968908806456,0.5333644681028218,4.0,2.0,0.0,0.0,,0,1,1,6.0,0.0,0.0,1.5607104090414063,0.5,104.284408970398,48.709591029602024,104.0143338506947,47.9493566613053,6.426959540948403,-0.4269595409484026,1.1407099360844648,1.1138900639155351,21.584172004776832,-21.584172004776832,0.5472075479213142,-0.5472075479213142,1.416195643109866,-1.416195643109866,1.3690224602279706,0.6309775397720294,0.6988378837685529,-0.6988378837685529,0.43072683785821964,-0.43072683785821964,0.42687347270001885,0.07312652729998115,0.004695043797336549,-0.004695043797336549,0.034065148181907375,-0.034065148181907375,13.719732080531571,21.583236828274885,0.7592106951571735,-0.22584622705435176,4,1,0.0,0
"[1, 63, 14, 34, 14, 61, 51, 2, 61]",[F][/C][=C][/C][C][Br],F/C=C/CCBr,F/C=C/CCBr,1,9,9.0,fixed_length_seed_pred,0,TPSA,residual,standardized_latent,fixed_length_seed_pred,0,low,12295,3,1.0,7.373126029968262,resid_TPSA,branch_token_count,5.59642662089743,7.373126029968262,29.492504119873047,166.36959889735522,22.38570648358972,931.0752521771865,29.492504119873047,0.2,152.99400000000003,151.963690512,6.0,2.2546,0.0,0.0,0.0,2.0,0.0,0.0,0.5,0.0,0.0,35.302968908806456,0.5333644681028218,4.0,2.0,0.0,0.0,,0,1,1,6.0,0.0,0.0,1.5607104090414063,0.5,104.284408970398,48.709591029602024,104.0143338506947,47.9493566613053,6.426959540948403,-0.4269595409484026,1.1407099360844648,1.1138900639155351,21.584172004776832,-21.584172004776832,0.5472075479213142,-0.5472075479213142,1.416195643109866,-1.416195643109866,1.3690224602279706,0.6309775397720294,0.6988378837685529,-0.6988378837685529,0.43072683785821964,-0.43072683785821964,0.42687347270001885,0.07312652729998115,0.004695043797336549,-0.004695043797336549,0.034065148181907375,-0.034065148181907375,13.719732080531571,21.583236828274885,0.7592106951571735,-0.22584622705435176,4,1,0.0,0
"[1, 63, 14, 34, 65, 61, 2, 2, 65]",[F][/C][=C][N+1][C],F/C=C[N+1]C,C[N+]C=CF,1,9,9.0,fixed_length_seed_pred,0,TPSA,residual,standardized_latent,fixed_length_seed_pred,0,low,12295,4,2.0,14.746252059936523,resid_TPSA,branch_token_count,5.59642662089743,7.373126029968262,29.492504119873047,166.36959889735522,22.38570648358972,1862.150504354373,29.492504119873047,0.2,74.078,74.04005380008999,5.0,0.6613,14.100000000000001,0.0,0.0,1.0,0.0,0.0,0.3333333333333333,0.0,0.0,27.019550008653876,0.4335363206900291,3.0,2.0,0.0,0.0,,0,1,1,5.0,0.0,0.0,1.6094379124341005,0.041666666666666664,95.21839133519282,-21.140391335192817,94.93557836930634,-20.89552456921635,5.637043715838416,-0.6370437158384163,0.9502366773399982,-0.28893667733999817,21.739936326611677,-7.639936326611675,0.5557121510815743,-0.5557121510815743,1.394992276982249,-1.394992276982249,0.8836762021884899,0.11632379781151014,0.6932682614243029,-0.6932682614243029,0.43924289721424503,-0.43924289721424503,0.3991084340224798,-0.06577510068914649,0.005248859992283195,-0.005248859992283195,0.03820692472866697,-0.03820692472866697,-0.4165176212732149,27.43606762992709,0.7762104331349301,-0.342674112444901,4,1,0.0,0
